backend_id,model_type,runs,mean_metric,mean_fidelity,mean_latency_s,total_cost_usd
quantinuum_h1_adapter,qgma,3,0.8698755926655451,0.9700334724957945,125.7613156703839,30.00925674532913
ionq_harmony_adapter,qgma,3,0.8655233757265517,0.9537126589745687,94.53768447197461,22.910885801356326
ibm_perth_adapter,qgma,3,0.8653531023588824,0.9530741338458091,72.73665683294344,9.786767751755576
ibm_perth_adapter,qgpr,3,1.4509605726434867,0.9746341891220606,69.7171333823737,10.077163885467339
quantinuum_h1_adapter,qgpr,3,1.4363589496802478,0.9570500869280405,117.5721513134019,29.6754757393576
ionq_harmony_adapter,qgpr,3,1.4707314728267231,0.950886966996939,96.45360118233869,23.21312952595876
quantinuum_h1_adapter,qsvr,3,1.3177654156628176,0.9727751340565027,122.43395825939415,30.617217251131187
ionq_harmony_adapter,qsvr,3,1.2816144839341141,0.9468210174289552,101.10734892204955,23.009100721184623
ibm_perth_adapter,qsvr,3,1.277953868022079,0.9417888099036772,70.47899827483987,10.02748414964949
