reaction_id,chemical_composition,surface_composition,facet,sites,reaction_energy_eV,publication_id,publication_title,publication_doi
UmVhY3Rpb246MzQ4NTA4,Sc3V9,V3Sc,111,"{""N"": ""hollow|A_A_A|HCP""}",-2.810391181412342,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNDU2,Hg6Ta6,HgTa,101,"{""O"": ""bridge|B_B|A""}",-2.099597453263584,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNTU2,Cu6Fe6,CuFe,101,"{""SH"": ""top|B""}",-0.9541252697516711,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNjcy,Ag6Cu6,AgCu,101,"{""O"": ""bridge|B_B|A""}",0.8444161809418915,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNzYx,Pt9Ti3,Pt3Ti,111,"{""H"": ""bridge|A_A|B""}",-0.2928098648580715,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUxODAw,Ag6Pd6,AgPd,101,"{""C"": ""hollow|A_A_B|FCC""}",4.541566089287699,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMTQ0,W6Zr6,WZr,101,"{""S"": ""hollow|A_B_B|HCP""}",-2.923045630392096,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjI1,Ag6V6,AgV,101,"{""H"": ""hollow|A_B_B|FCC""}",-0.6302911619559097,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjQ5,Y6Zr6,YZr,101,"{""N"": ""hollow|A_B_B|FCC""}",-2.6855845366135327,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjU0,Y6Zr6,YZr,101,"{""O"": ""hollow|A_B_B|HCP""}",-3.353975037360385,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjU3,Y6Zr6,YZr,101,"{""S"": ""hollow|A_B_B|FCC""}",-3.3762187109932142,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjYx,Ga6Re6,GaRe,101,"{""C"": ""hollow|A_B_B|FCC""}",2.390554086891825,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjY5,Ga6Re6,GaRe,101,"{""S"": ""hollow|A_B_B|FCC""}",-1.5153808785907472,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjc1,Mo6Ta6,MoTa,101,"{""H"": ""hollow|A_B_B|HCP""}",-0.8092143102576017,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjgz,Ag6Ta6,AgTa,101,"{""C"": ""hollow|A_A_B|HCP""}",3.4300665021919485,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU0MDEw,Os6Ti6,OsTi,101,"{""O"": ""hollow|A_B_B|HCP""}",-2.068328307861691,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTMx,W9Zr3,W3Zr,111,"{""O"": ""top|A""}",-1.491717859258813,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTMy,W9Zr3,W3Zr,111,"{""S"": ""top|A""}",-2.1408892316939614,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTM0,Cu3Sc9,Sc3Cu,111,"{""H"": ""top|B""}",0.09578148614403403,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTM2,Au6Pd6,AuPd,101,"{""C"": ""hollow|A_B_B|HCP""}",3.3566492360887423,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTUw,Cr9Sn3,Cr3Sn,111,"{""N"": ""top|A""}",0.6660433828856185,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTUy,Au6Pd6,AuPd,101,"{""N"": ""hollow|A_B_B|HCP""}",1.958571327084428,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTUz,Cr9Sn3,Cr3Sn,111,"{""O"": ""top|A""}",-0.12160318456170671,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTU0,Cr9Sn3,Cr3Sn,111,"{""S"": ""top|B""}",1.4016370220052181,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTU3,Au6Pd6,AuPd,101,"{""SH"": ""bridge|B_B|A""}",-0.7612052657522099,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTYw,Au6Pd6,AuPd,101,"{""SH"": ""hollow|A_B_B|FCC""}",-0.06190793915345694,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzQ4NTA5,Sc3V9,V3Sc,111,"{""N"": ""hollow|A_A_B|FCC""}",-2.335074973112569,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNDU3,Cd9Pd3,Cd3Pd,111,"{""C"": ""top|B""}",5.771836292090484,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNjcz,Cr3Zn9,Zn3Cr,111,"{""S"": ""top|B""}",-1.6298398504949887,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNzYy,Mn6Ru6,MnRu,101,"{""H"": ""hollow|A_A_B|FCC""}",-0.21372269876061978,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUxODAx,Ag6Pd6,AgPd,101,"{""C"": ""hollow|A_A_B|HCP""}",4.602759457488901,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjU4,Y6Zr6,YZr,101,"{""S"": ""hollow|A_B_B|HCP""}",-3.3378641293929263,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjYy,Ga6Re6,GaRe,101,"{""H"": ""bridge|B_B|A""}",-0.17632269245856946,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjc2,Mo6Ta6,MoTa,101,"{""N"": ""hollow|A_A_B|HCP""}",-1.9157314930107532,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjg0,Ag6Ta6,AgTa,101,"{""C"": ""hollow|A_B_B|FCC""}",1.7630202543923588,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU0MDEx,Os6Ti6,OsTi,101,"{""S"": ""bridge|A_A|B""}",-2.7347217651949336,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTMz,W9Zr3,W3Zr,111,"{""S"": ""top|B""}",-0.6826872257915397,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTM1,Au6Pd6,AuPd,101,"{""C"": ""hollow|A_A_B|FCC""}",3.9825533786906817,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTM3,Cu3Sc9,Sc3Cu,111,"{""N"": ""top|B""}",1.869450371386847,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTUx,Cr9Sn3,Cr3Sn,111,"{""N"": ""top|B""}",4.980238087586258,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTU1,Au6Pd6,AuPd,101,"{""O"": ""hollow|A_A_B|HCP""}",2.426776928637821,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTU4,Au6Pd6,AuPd,101,"{""SH"": ""hollow|A_A_B|FCC""}",-0.22016649055410653,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTYx,Au6Pd6,AuPd,101,"{""S"": ""hollow|A_A_B|FCC""}",-0.4542818084955229,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTYz,Au6Pd6,AuPd,101,"{""S"": ""hollow|A_B_B|FCC""}",-0.7931934719926517,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1OTcx,Ti6W6,TiW,101,"{""H"": ""hollow|A_A_B|FCC""}",-0.8611692775548079,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU2NTk3,Cu6Ru6,CuRu,101,"{""S"": ""hollow|A_B_B|HCP""}",-1.6918341857889914,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU2OTQx,Hf6Ni6,HfNi,101,"{""O"": ""hollow|A_A_B|HCP""}",-2.870532421457199,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU3MjQy,Al6Y6,AlY,101,"{""H"": ""4fold|A_A_B_B""}",-0.3938495427091482,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU3MjQ1,Al6Y6,AlY,101,"{""H"": ""top|B""}",0.625290117742253,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU3NDkw,Ir6Mo6,IrMo,101,"{""C"": ""hollow|A_A_B|HCP""}",1.7639870748907924,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzM5MDA3,Ag12,Ag,111,"{""CH2"": ""bridge|A_A|A""}",3.0098093998740865,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzM5Njgw,Pb12,Pb,111,"{""CH"": ""hollow|A_A_A|FCC""}",3.7387178823319402,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzQ4NTEw,Sc3V9,V3Sc,111,"{""O"": ""hollow|A_A_A|FCC""}",-2.570685964863685,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNDU4,Cd9Pd3,Cd3Pd,111,"{""H"": ""top|A""}",0.9973015724399659,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNjc0,In9Sc3,In3Sc,111,"{""C"": ""top|B""}",5.977430134186761,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNzYz,Pt9Ti3,Pt3Ti,111,"{""H"": ""top|A""}",-0.18993015325665397,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjYz,Ga6Re6,GaRe,101,"{""H"": ""top|B""}",-0.1664261842588246,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjc3,Mo6Ta6,MoTa,101,"{""N"": ""hollow|A_B_B|HCP""}",-1.8701706567135261,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjg1,Ag6Ta6,AgTa,101,"{""C"": ""hollow|A_B_B|HCP""}",1.793768165790425,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjg2,Ag6Ta6,AgTa,101,"{""H"": ""bridge|B_B|A""}",-0.7509863026561732,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjg5,Ag6Ta6,AgTa,101,"{""N"": ""bridge|B_B|A""}",-1.8156824456109462,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjkx,Ag6Ta6,AgTa,101,"{""N"": ""hollow-tilt|A_A_B|HCP""}",0.022588305784665863,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjky,Ag6Ta6,AgTa,101,"{""O"": ""bridge|B_B|A""}",-2.2838689991660317,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjkz,Ag6Ta6,AgTa,101,"{""O"": ""top-tilt|B""}",-1.3233666055641038,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjk1,Ag6Ta6,AgTa,101,"{""S"": ""hollow-tilt|A_A_B|FCC""}",-1.9087947670922745,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjk3,Ru6Zr6,RuZr,101,"{""C"": ""bridge|A_A|B""}",1.4479063066874005,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzAw,Ru6Zr6,RuZr,101,"{""H"": ""hollow|A_B_B|FCC""}",-0.8398800433596705,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzAy,Ru6Zr6,RuZr,101,"{""N"": ""bridge|A_A|B""}",-0.8896983728136547,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzAz,Ru6Zr6,RuZr,101,"{""N"": ""hollow|A_B_B|FCC""}",-1.155488830014292,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzA0,Ru6Zr6,RuZr,101,"{""O"": ""hollow|A_A_B|HCP""}",-0.7852023048619117,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzA1,Ru6Zr6,RuZr,101,"{""O"": ""hollow|A_B_B|HCP""}",-2.3032870427634293,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzA3,Ru6Zr6,RuZr,101,"{""S"": ""hollow|A_B_B|FCC""}",-2.762025803796803,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzA4,Au6Fe6,AuFe,101,"{""C"": ""bridge|B_B|A""}",2.855930112590613,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzA5,Au6Fe6,AuFe,101,"{""C"": ""hollow|A_A_B|HCP""}",3.770444178991056,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzEw,Au6Fe6,AuFe,101,"{""H2O"": ""bridge|B_B|A""}",-0.20823239387584636,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzEx,Au6Fe6,AuFe,101,"{""H2O"": ""top|B""}",-0.36606291017790227,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzEy,Au6Fe6,AuFe,101,"{""H"": ""hollow|A_A_B|HCP""}",0.32012506014237374,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzEz,Au6Fe6,AuFe,101,"{""H"": ""hollow|A_B_B|HCP""}",-0.1319357552556255,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzE2,Au6Fe6,AuFe,101,"{""N"": ""bridge|B_B|A""}",0.4359651457871223,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzM5MDA4,Ag12,Ag,111,"{""CH2"": ""hollow|A_A_A|FCC""}",3.0149360245769117,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzM5Njgx,Pb12,Pb,111,"{""CH"": ""hollow|A_A_A|HCP""}",3.7505563309332786,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzQ4NTEx,Sc3V9,V3Sc,111,"{""O"": ""hollow|A_A_A|HCP""}",-2.7816343269625463,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNDU5,Cd9Pd3,Cd3Pd,111,"{""H"": ""top|B""}",0.40117117364300725,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNjc1,In9Sc3,In3Sc,111,"{""H"": ""top|A""}",0.7345117144405151,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUwNzY0,Mn6Ru6,MnRu,101,"{""H"": ""hollow|A_B_B|HCP""}",-0.1305164094582949,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjc4,Mo6Ta6,MoTa,101,"{""O"": ""hollow|A_A_B|HCP""}",-2.102805403359696,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjg3,Ag6Ta6,AgTa,101,"{""H"": ""hollow|A_A_B|FCC""}",-0.12038561126152558,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjkw,Ag6Ta6,AgTa,101,"{""N"": ""hollow-tilt|A_A_B|FCC""}",-0.008040147617066395,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjk0,Ag6Ta6,AgTa,101,"{""S"": ""bridge|B_B|A""}",-2.8197563872963087,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjk2,Ag6Ta6,AgTa,101,"{""S"": ""hollow-tilt|A_A_B|HCP""}",-2.0089512994963457,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMjk4,Ru6Zr6,RuZr,101,"{""C"": ""hollow|A_B_B|FCC""}",2.360915855687381,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzAx,Ru6Zr6,RuZr,101,"{""H"": ""top|B""}",0.6151627209410719,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzA2,Ru6Zr6,RuZr,101,"{""S"": ""bridge|A_A|B""}",-2.66270642959347,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzE0,Au6Fe6,AuFe,101,"{""H"": ""top|A""}",0.5055986689449412,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzUyMzE3,Au6Fe6,AuFe,101,"{""N"": ""hollow-tilt|A_A_B|FCC""}",1.3824641530864028,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU0MDEy,Os6Ti6,OsTi,101,"{""S"": ""hollow|A_B_B|HCP""}",-2.6991306356939617,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTM4,Au6Pd6,AuPd,101,"{""H2O"": ""bridge|A_A|B""}",-0.15011037457782095,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTU2,Au6Pd6,AuPd,101,"{""O"": ""hollow|A_B_B|HCP""}",2.020223343137161,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTU5,Au6Pd6,AuPd,101,"{""SH"": ""hollow|A_A_B|HCP""}",-0.01870973125085129,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTYy,Au6Pd6,AuPd,101,"{""S"": ""hollow|A_A_B|HCP""}",-0.34768583819453625,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTY0,Au6Pd6,AuPd,101,"{""SH"": ""top|B""}",-0.3269436886538415,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1MTY1,Ag9Ni3,Ag3Ni,111,"{""H2O"": ""bridge|A_A|A""}",-0.07401999817568594,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU1OTcy,Ti6W6,TiW,101,"{""H"": ""hollow|A_A_B|HCP""}",-0.8821144239545617,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU2NTk4,Cu6Ru6,CuRu,101,"{""SH"": ""top|B""}",-0.7868551243508364,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU2OTQy,Hf6Ni6,HfNi,101,"{""S"": ""bridge|A_A|B""}",-2.777134788593628,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU3MjQ2,Al6Y6,AlY,101,"{""N"": ""bridge|A_A|B""}",-2.2826368677142455,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU3NDkx,Ir6Mo6,IrMo,101,"{""C"": ""hollow|A_B_B|FCC""}",1.8280282503883427,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzU3NDky,Ir6Mo6,IrMo,101,"{""H"": ""hollow|A_A_B|FCC""}",-0.3645412496580036,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
UmVhY3Rpb246MzM5MDA5,Ag12,Ag,111,"{""CH2"": ""top|A""}",3.5660409709735745,MamunHighT2019,High-Throughput Calculations of Catalytic Properties of Bimetallic Alloy Surfaces,10.1038/s41597-019-0080-z
