material_id,pretty_formula,spacegroup,band_gap,formation_energy_per_atom,e_above_hull
mp-755912,FeOF,,1.649599999999999,-2.023126442777778,0.10248964907407401
mp-756029,Zr2N2O,,2.012899999999999,-2.259279875,0.07846933324999601
mp-756060,V2OF5,,1.5246,-3.04485441625,0.001876386666667
mp-756077,VOF3,,2.876,-2.6862706595,0.026382063999999
mp-756133,Fe4OF7,,2.0456,-2.40870323625,0.06563179546296001
mp-756261,Ni3OF5,,0.6937,-1.997498543333332,0.069664358240742
mp-756429,Co3OF5,,0.093099999999999,-2.064064445,0.066078559444443
mp-757336,Hf2N2O,,2.1526,-2.529472304749998,0.004069094000001001
mp-758857,VOF2,,1.0315,-2.842047989374999,0.0171726559375
mp-758863,Sn2N2O,,0.5525999999999991,-0.577713966249999,0.07416699474999901
mp-758958,V4OF12,,0.0,-2.974598109117646,0.10086779107843001
mp-759581,Co6OF11,,0.7002,-2.190099507222222,0.045814531666668004
mp-759668,V3OF11,,1.567199999999999,-2.867344473333333,0.040603688500008006
mp-759822,V3OF11,,1.5622999999999991,-2.867825893,0.040122268833341
mp-759829,V2OF5,,1.5393,-2.990674881562499,0.056055921354167
mp-760051,Mn3OF6,,0.5111,-2.634913814129311,0.07953300033332801
mp-760190,Cu2OF2,,0.10159999999999901,-1.39620010025,0.06773237074999901
mp-760355,V3OF11,,1.605999999999999,-2.8675954470000002,0.040352714833341005
mp-760358,V4OF11,,1.5354,-3.1303580684375,0.0031441423958330004
mp-760369,MnOF,,0.0,-2.322360381393677,0.07238713902775701
mp-760679,Cu3OF5,,0.0,-1.597091688888889,0.030689205312500002
mp-760891,Cu3OF5,,0.0,-1.595463767222222,0.032317126979166
mp-760912,VOF2,,1.7331999999999992,-2.858103564583333,0.0011170807291670001
mp-760914,V4OF11,,1.5088,-3.13092713875,0.002575072083333
mp-760919,VOF2,,0.0,-2.851644011666666,0.007576633645833001
mp-760929,MnOF,,0.027599999999999004,-2.319380248060344,0.07536727236109
mp-760930,V2OF5,,1.8117,-3.044562610416667,0.0021681925000000004
mp-760939,Cu6OF11,,0.0,-1.699421628888889,0.020147563211803002
mp-760945,MnOF,,0.1645,-2.310894964310345,0.08385255611108901
mp-760946,Cr4OF11,,0.9408000000000001,-2.8801165178125,0.036349651520835004
mp-761126,Cu4OF6,,0.27479999999999905,-1.562272698181818,0.09116432863636101
mp-761159,Mn2OF2,,0.8793000000000001,-2.505603743172415,0.08760443350000201
mp-762250,Sn2N2O,,0.0388,-0.581390365499999,0.070490595499999
mp-762347,Sn2N2O,,0.048599999999999005,-0.5782910547500001,0.073589906249999
mp-763192,V2OF5,,1.7103000000000002,-3.033742935416667,0.012987867500000002
mp-763215,Ni3OF5,,0.782099999999999,-1.996264843333333,0.07089805824074101
mp-763328,Co4OF11,,0.6344000000000001,-1.951041234374999,0.10122137921875
mp-763985,Cr4OF11,,0.7937000000000001,-2.878952498125,0.037513671208335
mp-764086,V4OF11,,1.5735000000000001,-3.1304681175,0.0030340933333330004
mp-764159,V2OF5,,1.5289000000000001,-3.046200085520833,0.000530717395834
mp-764448,V2OF5,,1.6192000000000002,-3.002597673333333,0.044133129583334006
mp-764606,V4OF11,,1.6192000000000002,-3.130922088125,0.002580122708333
mp-764715,V2OF5,,1.5907,-3.002118150625,0.044612652291667006
mp-764744,V2OF5,,1.8673000000000002,-3.043587385833333,0.003143417083334
mp-764924,Mn6OF11,,0.37920000000000004,-2.830231897921456,0.041365286157398005
mp-765719,Mn6OF11,,0.38480000000000003,-2.83600142375479,0.035595760324064
mp-766117,Sn2N2O,,0.0,-0.574179382999999,0.07770157800000001
mp-766238,Zr2N2O,,1.734099999999999,-2.333467198749997,0.0042820095
mp-766557,Mn2OF3,,0.0,-2.6059408889770133,0.074916429638871
mp-773817,Sn2N2O,,0.631099999999999,-0.586306807999999,0.06557415300000001
mp-773830,Sn2N2O,,0.632899999999999,-0.579010471249999,0.072870489749999
mp-773831,Sn2N2O,,0.6688000000000001,-0.5833343292499991,0.068546631749999
mp-774048,Fe4OF7,,1.933199999999999,-2.417944712916666,0.056390318796293006
mp-774379,Cr4OF11,,0.8805000000000001,-2.8803389531250003,0.036127216208336005
mp-774380,Co2OF3,,0.0,-1.925065650333333,0.099306319666666
mp-775438,V2OF5,,1.576299999999999,-3.042675195624999,0.004055607291667001
mp-775783,Hf2N2O,,2.1909,-2.52734978075,0.006191617999999
mp-775784,Hf2N2O,,2.2192,-2.5328943665,0.0006470322499990001
mp-775785,Hf2N2O,,1.9946000000000002,-2.528965143249999,0.004576255499999
mp-775786,Hf2N2O,,2.1562,-2.530586926999999,0.0029544717500010003
mp-775799,Hf2N2O,,2.0167,-2.53215764475,0.0013837539999990002
mp-775802,Zr2N2O,,1.846099999999999,-2.334963546249997,0.0027856619999990003
mp-775803,Ti2N2O,,1.0311,-2.127041635083334,0.063042623000001
mp-775820,Ti2N2O,,1.082099999999999,-2.129896608833334,0.060187649249999
mp-775821,Ti2N2O,,1.0751,-2.128963146833335,0.061121111249999006
mp-775822,Zr2N2O,,1.6759,-2.3363388102499982,0.0014103979999990001
mp-775823,Zr2N2O,,1.6448,-2.332595319249998,0.005153888999998001
mp-775824,Zr2N2O,,1.755,-2.332081904999998,0.005667303249998001
mp-775829,Ti2N2O,,1.144499999999999,-2.129529336083334,0.060554922000001
mp-775843,Zr2N2O,,1.650399999999999,-2.333471655749997,0.004277552499999
mp-775844,Zr2N2O,,1.695599999999999,-2.330698709999998,0.007050498249999
mp-775849,Zr2N2O,,1.760399999999999,-2.24159692125,0.096152286999997
mp-775861,Zr2N2O,,1.674,-2.333354154249997,0.004395053999999001
mp-775866,Zr2N2O,,1.774499999999999,-2.336674785749997,0.0010744225000000002
mp-776212,Hf2N2O,,2.1666,-2.5292504535,0.004290945249998001
mp-776213,Hf2N2O,,2.1615,-2.528681851749999,0.0048595470000000005
mp-776214,Hf2N2O,,2.1787,-2.527892619499999,0.005648779249999
mp-776225,Hf2N2O,,2.0759,-2.530731525749999,0.002809873
mp-776226,Hf2N2O,,2.1358,-2.528049211999999,0.00549218675
mp-776229,Ti2N2O,,1.136099999999999,-2.132641380833334,0.057442877249999004
mp-776245,Zr2N2O,,1.1864,-2.278322881666667,0.059426326583331
mp-776246,Zr2N2O,,1.7022,-2.333294384249998,0.004454823999997
mp-776259,Hf2N2O,,2.1836,-2.52757252625,0.0059688724999980005
mp-776260,Zr2N2O,,1.7711000000000001,-2.333230336249997,0.004518872
mp-776278,Ti2N2O,,1.034399999999999,-2.128341075583334,0.06174318250000001
mp-776280,Ti2N2O,,0.9356000000000001,-2.133363785583334,0.05672047250000001
mp-776281,Zr2N2O,,1.688699999999999,-2.331988492749997,0.005760715500001
mp-776313,Ti2N2O,,0.9964000000000001,-2.128958884083334,0.061125373999999004
mp-776314,Zr2N2O,,1.7534,-2.332184408999998,0.005564799249999
mp-776315,Zr2N2O,,1.772,-2.334555375999997,0.0031938322499990004
mp-776334,Ti2N2O,,1.050999999999999,-2.126624498583335,0.063459759499998
mp-776335,Zr2N2O,,1.6637,-2.334244598999999,0.0035046092499990003
mp-776336,Ti2N2O,,0.912999999999999,-2.128542864333334,0.06154139374999901
mp-776337,Zr2N2O,,1.6059,-2.332094400499997,0.00565480775
mp-776360,Zr2N2O,,1.6673,-2.334325410749997,0.0034237974999990002
mp-776361,Ti2N2O,,1.046199999999999,-2.131167224083334,0.05891703400000001
mp-776362,Zr2N2O,,1.723399999999999,-2.331223455249997,0.0065257530000000005
mp-776363,Zr2N2O,,1.553,-2.335620429249997,0.002128779000001
mp-776473,VOF3,,2.9487,-2.686983739,0.025668984500000002
mp-776474,VOF3,,3.055199999999999,-2.689742131,0.0229105925
mp-776537,V3OF11,,1.5775000000000001,-2.867701188,0.040246973833340006
mp-776596,VOF2,,1.7098,-2.853608846666668,0.005611798645832
mp-776963,Mn6OF11,,0.030699999999999002,-2.837100741254789,0.034496442824066005
mp-776966,Sn2N2O,,0.695299999999999,-0.581431389249999,0.07044957174999901
mp-777061,MnOF,,0.058800000000000005,-2.315128109727011,0.079619410694423
mp-777106,V2OF5,,1.507499999999999,-3.0343989753125,0.012172221041666001
mp-777302,Sn2N2O,,0.1859,-0.5839691004999991,0.067911860499999
mp-777314,Sn2N2O,,0.7136,-0.588569037749999,0.063311923249999
mp-777337,VOF2,,0.0,-2.852364662083334,0.006855983229166001
mp-777440,V3OF11,,1.6544999999999992,-2.867619336,0.04032882583334
mp-778369,V3OF11,,1.5874000000000001,-2.867432351333334,0.040515810500007
mp-778670,VOF2,,1.7877,-2.8573270570833333,0.0018935882291670001
mp-778791,Fe4OF7,,1.3384,-2.413012521249999,0.06132251046295901
mp-779009,Ni3OF5,,0.7228,-1.995637832777777,0.07152506879629701
mp-779105,Cu6OF11,,0.0,-1.6983018805555572,0.021267311545136003
mp-779357,V3OF11,,2.1952,-2.891827398666667,0.016120763166673
mp-779363,Cr4OF11,,0.9167000000000001,-2.88007553875,0.036390630583335005
mp-779365,V2OF5,,1.5278,-3.045821764166667,0.0009090387500000001
mp-779445,V3OF11,,2.1692,-2.891854800666668,0.016093361166673002
mp-779457,Ge2N2O,,1.7353,-0.7124352785000001,0.10729504499999801
mp-779609,V4OF11,,1.4304000000000001,-3.1304188846875,0.003083326145833
mp-779738,Hf2N2O,,2.055,-2.530059887999999,0.003481510749999
mp-779739,Hf2N2O,,2.1027,-2.532603968749998,0.0009374300000000001
mp-779833,Hf2N2O,,1.9957,-2.5250872445,0.008454154249999
mp-779837,Hf2N2O,,2.0682,-2.53249979675,0.001041602
mp-779863,Hf2N2O,,2.0536,-2.528429986250001,0.005111412499999001
mp-779864,Hf2N2O,,2.003599999999999,-2.5245489639999983,0.00899243475
mp-779973,Hf2N2O,,2.061,-2.53120191575,0.0023394830000000003
mp-779974,Hf2N2O,,2.154,-2.532517969499999,0.001023429249999
mp-779975,Hf2N2O,,2.0007,-2.527018435499999,0.006522963249999
mp-779979,Hf2N2O,,1.9718,-2.529320313249999,0.004221085499999
mp-779980,Hf2N2O,,2.0107,-2.527075462499999,0.006465936249999001
mp-779982,Hf2N2O,,1.9231999999999991,-2.522520581999998,0.011020816750001002
mp-780060,Hf2N2O,,2.0671,-2.529612756749999,0.003928641999998
mp-780061,Hf2N2O,,1.9239000000000002,-2.5214068185,0.012134580249998
mp-780075,Hf2N2O,,1.9895,-2.533541398749999,0.0
mp-780230,Hf2N2O,,1.9977999999999991,-2.5290377355,0.004503663249998
mp-780231,Hf2N2O,,1.9469999999999992,-2.528703031999998,0.004838366750000001
mp-780232,Hf2N2O,,2.0432,-2.528494852999999,0.005046545749998001
mp-780234,Hf2N2O,,2.0431,-2.527430129749999,0.006111269000001001
mp-780274,Hf2N2O,,1.978499999999999,-2.529821675249999,0.0037197234999990004
mp-780466,Cr4OF11,,0.9138000000000001,-2.8802634925,0.036202676833336
mp-780556,Co2OF3,,0.0,-1.931337559666667,0.09303441033333301
mp-780697,Mn2OF3,,0.012499999999999001,-2.6016086059770123,0.07924871263887101
mp-780763,V2OF5,,1.5689000000000002,-3.045026633958334,0.001704168958333
mp-780862,Mn2OF3,,0.1645,-2.6050547529770123,0.075802565638871
mp-781604,VOF2,,1.729299999999999,-2.858523329583334,0.0006973157291650001
mp-781710,NbNO,,1.347699999999999,-1.951443478749999,0.024521662916665
mp-782725,MnOF,,0.12150000000000001,-2.300923648477011,0.093823871944423
mp-787619,Hf2N2O,,0.0,1.1174116415,3.65095304025
mp-787744,Zr2N2O,,0.0,0.942554798749999,3.280304006999997
mp-787745,Zr2N2O,,0.0,0.9259658114999991,3.263715019749996
mp-787808,Ti2N2O,,0.0,1.166351512416665,3.3564357705
mp-787816,Zr2N2O,,0.0,1.342499505499999,3.680248713749996
mp-788130,Sn2N2O,,0.0,2.23402518,2.885906141
mp-799001,V4OF11,,0.0,0.20339437749999903,3.336896588333333
mp-799431,VOF,,0.0,-0.740418256666667,2.111956324166666
mp-799543,Mn2OF2,,0.0,-0.7269971934224141,1.8662109832500031
mp-801665,V3OF11,,0.32030000000000003,-2.250083639999999,0.6578645218333411
mp-802236,Mn5OF11,,0.0,-1.085747647038539,1.685116689901962
mp-804269,V2OF5,,0.0,1.649194392083333,4.695925195000001
mp-807503,Cr4OF11,,0.0,-0.34168316812500005,2.574783001208335
mp-849268,Ni3OF5,,0.6954,-1.996929417222221,0.070233484351853
mp-849294,MnOF,,0.006900000000000001,-2.307031728477012,0.08771579194442301
mp-849331,Ti2N2O,,1.033799999999999,-2.1301088293333352,0.059975428750000004
mp-849387,Cu6OF11,,0.0,-1.701870737777779,0.017698454322914
mp-849399,Mn2OF3,,0.0,-2.602728996310346,0.07812832230553701
mp-849451,V3OF11,,1.6094,-2.8669677080000002,0.04098045383334
mp-849558,Cr4OF11,,0.8404,-2.8803590390625002,0.036107130270836
mp-849606,Cr4OF11,,0.9277000000000001,-2.8804418531250002,0.036024316208336
mp-849631,Mn6OF11,,0.07840000000000001,-2.8352444395881222,0.036352744490732
mp-849640,Mn6OF11,,0.420699999999999,-2.831464799032568,0.040132385046286
mp-849665,Mn3OF8,,0.0,-2.541803818024425,0.06770111629629501
mp-850285,Ni6OF11,,0.8949,-2.156452827222222,0.036012470231479
mp-850739,Fe3OF5,,1.446699999999999,-2.3700438511111113,0.065544631728394
mp-850876,VOF3,,2.9248000000000003,-2.6825115795,0.030141143999999002
mp-851257,V2OF5,,1.5823,-3.042216834062499,0.004513968854167
mp-851809,Sn2N2O,,0.0,2.45324783875,3.1051287997499992
mp-854023,Ti2N2O,,0.0,1.466083199166664,3.656167457249999
mp-854025,Ti2N2O,,0.0,1.021056860166665,3.211141118249999
mp-854026,Zr2N2O,,0.0,1.186953956749999,3.524703164999997
mp-858629,Hf2N2O,,0.0,1.105693799249999,3.639235197999999
mp-861691,FeOF,,1.2973,-2.019570044999999,0.10604604685185401
mp-881063,Co3OF5,,0.0,-2.041396838888889,0.08874616555555401
mp-883909,Mn5OF11,,0.0,0.017556500608519002,2.78842083754902
mp-995220,H4C2O,,4.8772,-0.39872404795918404,0.23983550418367203
mp-995234,HCO,,4.3277,-0.875737294940476,0.20644503964285602
mp-2468835,Li7B18O,,0.0,-0.41602970897435904,0.02933021409615
mp-647004,TiBrO,,0.0,-1.518591617777778,1.038824209999994
mp-753006,MnOF,,0.0,-2.333341068754791,0.061406451666645004
mp-754675,MnOF,,0.0,-2.333219777088123,0.061527743333313005
mp-754746,VOF,,0.9832999999999991,-2.806413093333333,0.045961487499999
mp-754905,Ni3OF5,,0.5785,-1.9942273599999991,0.072935541574075
mp-755261,Mn3OF5,,0.0,-2.725371465421455,0.05085578592592101
mp-755359,FeOF,,0.0,-2.027189934166667,0.098426157685185
mp-755744,Co3OF5,,0.0,-2.067658547222223,0.062484457222221006
mp-759203,MnOF,,0.0,-2.338021232643678,0.056726287777756006
mp-763036,MnOF,,0.0,-2.335335036393678,0.05941248402775601
mp-763065,FeOF,,1.0406,-2.018058560555556,0.10755753129629701
mp-763204,MnOF,,0.0,-2.3395145972270113,0.055232923194424
mp-763436,FeOF,,0.9122999999999991,-2.029238075,0.096378016851853
mp-763931,CoOF,,0.0,-1.589730717222222,0.11732814944444801
mp-764052,VOF,,0.8449000000000001,-2.801438299166667,0.05093628166666601
mp-765680,CoOF,,0.0,-1.443034934583333,0.264023932083337
mp-765739,VOF,,0.843,-2.638268914583334,0.21410566624999902
mp-776040,VOF,,0.963299999999999,-2.801072903333333,0.051301677499999004
mp-776976,CoOF,,0.0,-1.5890046216666671,0.11805424500000401
mp-779089,CoOF,,0.0,-1.561671541666666,0.145387325000005
mp-850223,Fe3OF5,,1.4298,-2.385928431111111,0.049660051728395
mp-850935,CoOF,,0.0,-1.429180599583333,0.277878267083337
mp-2646974,MoSO,,0.1438,-0.7411964266666661,0.8708893324999991
mp-1218382,Sr4Bi2O,,0.602799999999999,-1.5647277949999991,0.0
mp-1228030,Ba4Bi2O,,0.2841,-1.518546462142857,0.0
mp-1223153,La5Pb3O,,0.0,-1.233189295,0.0
mp-752463,NbNO,,0.7096999999999991,-1.914224260000001,0.061740881666665005
mp-1095632,CaMoO,,0.0,-0.9195164441666661,1.284496484166665
mp-23940,NaHO,,2.8228,-1.53440181420977,0.010199803333333
mp-2525045,Zr2N2O,,0.9192,-2.248729984,0.089019224249996
mp-643043,RbHO,,3.1071,-1.493789289583333,0.018754791666665
mp-753673,BiOF,,2.4964,-2.132821128333335,0.09760756249999801
mp-758875,CrOF,,1.424599999999999,-2.568323502916666,0.097567377638892
mp-776205,Hf2N2O,,1.382899999999999,-2.438661913,0.094879485749999
mp-1078789,CN2O,,0.0,1.129719612499998,1.7929908693749992
mp-556422,NbCl3O,,2.8075,-2.129658726,0.0
mp-606393,NbBr3O,,1.9659,-1.819446558499999,3.51775000009269e-05
mp-758096,SbOF3,,1.923099999999999,-2.302541044,0.039707912899999004
mp-764274,VOF3,,3.4202,-2.706347662499999,0.006305061000000001
mp-766847,WOF3,,0.0,-2.473673523999999,0.13682519
mp-753868,SbOF,,3.6561,-2.134663456666667,0.06583879125
mp-1105787,Pb2OF2,,0.889799999999999,-2.068073912499999,0.13874516250000002
mp-1103118,RbCuO,,1.0794,-1.188271501666666,0.0006273191666670001
mp-1103169,NaAgO,,1.2578,-1.036315072681991,0.0005816758333250001
mp-1103519,KCuO,,1.2173,-1.216762708249999,0.001043583333332
mp-1101425,Ni3OF5,,0.5804,-1.9961337983333332,0.071029103240742
mp-1173362,PrSO,,2.0137,-2.851781238055556,0.06632423583333101
mp-1178181,Ge2N2O,,0.5717000000000001,-0.6931134829999991,0.12661684049999802
mp-1178303,Fe3OF5,,0.2558,-2.348021773333333,0.08756670950617201
mp-1179151,TbOF,,3.3232,-4.070370633888889,0.192294331666667
mp-1205877,CsTlO,,1.3911,-1.156939997662837,0.0
mp-1206230,RbTlO,,1.201699999999999,-1.167734808611114,0.0
mp-1206355,CeCO,,0.0,-2.102792326666667,0.060877223749995005
mp-1215342,Zr6P2O,,0.0,-1.381606533809523,0.009392225222224
mp-1215349,Zr6Ni2O,,0.0,-0.396916499444445,0.49922789027777403
mp-1215351,Zr6Fe2O,,0.0,-0.292531787222222,0.49107208644444705
mp-1217052,Ti6P2O,,0.0,-1.388788056031745,0.0
mp-1301334,Co2OF3,,0.421699999999999,-1.956677669166666,0.067694300833333
mp-1567687,V3OF7,,1.3813,-3.023001219545455,0.09693629795454001
mp-27311,LaCO,,2.7456,-2.151695355000002,0.054498851944444
mp-27480,Sn2OF2,,2.6708,-2.205263268999999,0.0
mp-27716,KTlO,,1.1638,-1.191447635194449,0.0
mp-29027,TaI2O,,0.8866,-1.681656821833334,0.0
mp-29590,Sn2OF5,,1.9107999999999992,-2.635444859375,0.0
mp-540540,PaBr3O,,1.749,-2.542195351999999,0.0
mp-540636,WOF4,,3.109,-2.65028594,0.032704390833333
mp-559760,ScIO,,1.9603000000000002,-2.8917588466666633,0.0
mp-5813,TaNO,,2.245799999999999,-2.225472686611114,0.03863096083333
mp-634896,YOF,,4.8674,-3.9162746000000013,0.297818268333335
mp-634979,TbOF,,3.573,-3.862593020555556,0.40007194500000104
mp-752551,Ni3OF5,,0.28600000000000003,-1.992657729444444,0.07450517212963101
mp-752839,Mn3OF5,,0.0,-2.728336787643679,0.047890463703697005
mp-754394,Mn3OF5,,0.383999999999999,-2.727145303199234,0.04908194814814101
mp-754495,NbNO,,1.645499999999999,-1.918798374166666,0.05716676750000001
mp-754752,NbNO,,1.5094,-1.9383427783333351,0.03762236333333
mp-754866,Co2OF3,,0.0,-1.8999450291666662,0.12442694083333301
mp-755314,Hf2N2O,,2.017699999999999,-2.460121802333333,0.07341959641666401
mp-755368,Zr2N2O,,1.8106,-2.279117853666667,0.05863135458332901
mp-755637,Ni3OF5,,0.2315,-1.9923905938888882,0.074772307685186
mp-755879,Fe4OF7,,0.06420000000000001,-2.394814424999999,0.079520606712961
mp-755897,Co3OF5,,0.37150000000000005,-2.052566208888889,0.07757679555555401
mp-755978,Ni3OF5,,0.3104,-1.992732963888888,0.074429937685186
mp-758558,SbNO,,0.0,-0.9294039833333331,0.043783517777776004
mp-759385,Mn6OF11,,1.271399999999999,-2.814011577088123,0.057585606990731
mp-760941,Co3OF5,,0.0604,-2.063867287777778,0.066275716666665
mp-761020,Co2OF3,,0.0,-1.940117878333334,0.084254091666666
mp-763206,Co3OF5,,0.8763000000000001,-1.9938534588888892,0.136289545555554
mp-763934,Mn3OF5,,0.856499999999999,-2.746689417088123,0.029537834259253003
mp-765749,Ni3OF5,,0.6067,-1.993468444444444,0.073694457129631
mp-775020,Mn2OF3,,0.0,-2.597114616810345,0.083742701805538
mp-776201,Zr2N2O,,1.0058,-2.243444366,0.09430484224999701
mp-776273,Zr2N2O,,1.6695,-2.271366136333335,0.06638307191666201
mp-776387,Ti2N2O,,0.44310000000000005,-2.111517420333335,0.07856683774999901
mp-776552,Mn2OF3,,0.506599999999999,-2.619678425143678,0.061178893472204
mp-777377,Co3OF5,,0.15810000000000002,-2.063129482222223,0.06701352222222101
mp-777772,Mn2OF3,,0.0,-2.624851849727011,0.05600546888887101
mp-779386,Fe3OF5,,0.0007999999999990001,-2.318823648888888,0.11676483395061701
mp-779913,Fe3OF5,,1.728899999999999,-2.390052496666666,0.045535986172839
